"","female","black","age","edu","state","N"
"1716",1,1,1,4,27,34
"1717",0,0,2,4,27,31230
"1718",0,1,2,4,27,37
"1719",1,0,2,4,27,24142
"1720",1,1,2,4,27,49
"1721",0,0,3,4,27,16835
"1722",0,1,3,4,27,14
"1723",1,0,3,4,27,11574
"1724",1,1,3,4,27,15
"1725",0,0,4,4,27,5594
"1726",0,1,4,4,27,0
"1727",1,0,4,4,27,5882
"1728",1,1,4,4,27,0
"1729",0,0,1,1,28,18212
"1730",0,1,1,1,28,1459
"1731",1,0,1,1,28,14822
"1732",1,1,1,1,28,1112
"1733",0,0,2,1,28,16136
"1734",0,1,2,1,28,848
"1735",1,0,2,1,28,11479
"1736",1,1,2,1,28,899
"1737",0,0,3,1,28,25433
"1738",0,1,3,1,28,1428
"1739",1,0,3,1,28,22223
"1740",1,1,3,1,28,1433
"1741",0,0,4,1,28,40839
"1742",0,1,4,1,28,910
"1743",1,0,4,1,28,51008
"1744",1,1,4,1,28,1530
"1745",0,0,1,2,28,40105
"1746",0,1,1,2,28,2128
"1747",1,0,1,2,28,37011
"1748",1,1,1,2,28,2209
"1749",0,0,2,2,28,67522
"1750",0,1,2,2,28,1522
"1751",1,0,2,2,28,57603
"1752",1,1,2,2,28,2139
"1753",0,0,3,2,28,52824
"1754",0,1,3,2,28,1096
"1755",1,0,3,2,28,62447
"1756",1,1,3,2,28,1369
"1757",0,0,4,2,28,27545
"1758",0,1,4,2,28,304
"1759",1,0,4,2,28,46053
"1760",1,1,4,2,28,369
"1761",0,0,1,3,28,55970
"1762",0,1,1,3,28,2004
"1763",1,0,1,3,28,60854
"1764",1,1,1,3,28,2348
"1765",0,0,2,3,28,74393
"1766",0,1,2,3,28,2495
"1767",1,0,2,3,28,64479
"1768",1,1,2,3,28,2512
"1769",0,0,3,3,28,28506
"1770",0,1,3,3,28,834
"1771",1,0,3,3,28,37258
"1772",1,1,3,3,28,930
"1773",0,0,4,3,28,11182
"1774",0,1,4,3,28,116
"1775",1,0,4,3,28,23516
"1776",1,1,4,3,28,295
"1777",0,0,1,4,28,18310
"1778",0,1,1,4,28,477
"1779",1,0,1,4,28,20171
"1780",1,1,1,4,28,541
"1781",0,0,2,4,28,59181
"1782",0,1,2,4,28,1027
"1783",1,0,2,4,28,41945
"1784",1,1,2,4,28,864
"1785",0,0,3,4,28,27637
"1786",0,1,3,4,28,389
"1787",1,0,3,4,28,19384
"1788",1,1,3,4,28,397
"1789",0,0,4,4,28,8371
"1790",0,1,4,4,28,91
"1791",1,0,4,4,28,10814
"1792",1,1,4,4,28,123
"1793",0,0,1,1,29,27825
"1794",0,1,1,1,29,2606
"1795",1,0,1,1,29,22215
"1796",1,1,1,1,29,1775
"1797",0,0,2,1,29,26002
"1798",0,1,2,1,29,1916
"1799",1,0,2,1,29,19080
"1800",1,1,2,1,29,1940
"1801",0,0,3,1,29,23684
"1802",0,1,3,1,29,2303
"1803",1,0,3,1,29,26493
"1804",1,1,3,1,29,2306
"1805",0,0,4,1,29,20362
"1806",0,1,4,1,29,1051
"1807",1,0,4,1,29,25401
"1808",1,1,4,1,29,1284
"1809",0,0,1,2,29,37913
"1810",0,1,1,2,29,3462
"1811",1,0,1,2,29,33423
"1812",1,1,1,2,29,2951
"1813",0,0,2,2,29,51684
"1814",0,1,2,2,29,3080
"1815",1,0,2,2,29,43839
"1816",1,1,2,2,29,3439
"1817",0,0,3,2,29,35526
"1818",0,1,3,2,29,1479
"1819",1,0,3,2,29,41722
"1820",1,1,3,2,29,1864
"1821",0,0,4,2,29,16039
"1822",0,1,4,2,29,315
"1823",1,0,4,2,29,23748
"1824",1,1,4,2,29,373
"1825",0,0,1,3,29,35703
"1826",0,1,1,3,29,2923
"1827",1,0,1,3,29,36490
"1828",1,1,1,3,29,2901
"1829",0,0,2,3,29,66744
"1830",0,1,2,3,29,3581
"1831",1,0,2,3,29,52983
"1832",1,1,2,3,29,3079
"1833",0,0,3,3,29,37358
"1834",0,1,3,3,29,1786
"1835",1,0,3,3,29,32809
"1836",1,1,3,3,29,1283
"1837",0,0,4,3,29,12799
"1838",0,1,4,3,29,234
"1839",1,0,4,3,29,12667
"1840",1,1,4,3,29,298
"1841",0,0,1,4,29,9197
"1842",0,1,1,4,29,349
"1843",1,0,1,4,29,8646
"1844",1,1,1,4,29,548
"1845",0,0,2,4,29,36579
"1846",0,1,2,4,29,914
"1847",1,0,2,4,29,23154
"1848",1,1,2,4,29,988
"1849",0,0,3,4,29,23606
"1850",0,1,3,4,29,525
"1851",1,0,3,4,29,13254
"1852",1,1,3,4,29,516
"1853",0,0,4,4,29,7393
"1854",0,1,4,4,29,97
"1855",1,0,4,4,29,5004
"1856",1,1,4,4,29,136
"1857",0,0,1,1,30,18858
"1858",0,1,1,1,30,122
"1859",1,0,1,1,30,14331
"1860",1,1,1,1,30,90
"1861",0,0,2,1,30,17695
"1862",0,1,2,1,30,77
"1863",1,0,2,1,30,12173
"1864",1,1,2,1,30,89
"1865",0,0,3,1,30,21330
"1866",0,1,3,1,30,77
"1867",1,0,3,1,30,19796
"1868",1,1,3,1,30,107
"1869",0,0,4,1,30,19921
"1870",0,1,4,1,30,31
"1871",1,0,4,1,30,28853
"1872",1,1,4,1,30,47
"1873",0,0,1,2,30,36147
"1874",0,1,1,2,30,436
"1875",1,0,1,2,30,35547
"1876",1,1,1,2,30,286
"1877",0,0,2,2,30,51170
"1878",0,1,2,2,30,197
"1879",1,0,2,2,30,45118
"1880",1,1,2,2,30,131
"1881",0,0,3,2,30,28185
"1882",0,1,3,2,30,128
"1883",1,0,3,2,30,40072
"1884",1,1,3,2,30,109
"1885",0,0,4,2,30,13649
"1886",0,1,4,2,30,22
"1887",1,0,4,2,30,25234
"1888",1,1,4,2,30,22
"1889",0,0,1,3,30,34219
"1890",0,1,1,3,30,594
"1891",1,0,1,3,30,39204
"1892",1,1,1,3,30,391
"1893",0,0,2,3,30,52921
"1894",0,1,2,3,30,315
"1895",1,0,2,3,30,46091
"1896",1,1,2,3,30,293
"1897",0,0,3,3,30,22547
"1898",0,1,3,3,30,125
"1899",1,0,3,3,30,23274
"1900",1,1,3,3,30,68
"1901",0,0,4,3,30,7661
"1902",0,1,4,3,30,28
"1903",1,0,4,3,30,12318
"1904",1,1,4,3,30,10
"1905",0,0,1,4,30,15838
"1906",0,1,1,4,30,167
"1907",1,0,1,4,30,17870
"1908",1,1,1,4,30,84
"1909",0,0,2,4,30,56407
"1910",0,1,2,4,30,296
"1911",1,0,2,4,30,40930
"1912",1,1,2,4,30,255
"1913",0,0,3,4,30,25944
"1914",0,1,3,4,30,86
"1915",1,0,3,4,30,17530
"1916",1,1,3,4,30,68
"1917",0,0,4,4,30,8610
"1918",0,1,4,4,30,0
"1919",1,0,4,4,30,8558
"1920",1,1,4,4,30,20
"1921",0,0,1,1,31,103345
"1922",0,1,1,1,31,36250
"1923",1,0,1,1,31,76606
"1924",1,1,1,1,31,27353
"1925",0,0,2,1,31,120915
"1926",0,1,2,1,31,27031
"1927",1,0,2,1,31,87314
"1928",1,1,2,1,31,26662
"1929",0,0,3,1,31,151964
"1930",0,1,3,1,31,34621
"1931",1,0,3,1,31,162545
"1932",1,1,3,1,31,37475
"1933",0,0,4,1,31,168498
"1934",0,1,4,1,31,19493
"1935",1,0,4,1,31,278694
"1936",1,1,4,1,31,31788
"1937",0,0,1,2,31,197223
"1938",0,1,1,2,31,40653
"1939",1,0,1,2,31,184853
"1940",1,1,1,2,31,39362
"1941",0,0,2,2,31,270461
"1942",0,1,2,2,31,35386
"1943",1,0,2,2,31,260220
"1944",1,1,2,2,31,42275
"1945",0,0,3,2,31,188765
"1946",0,1,3,2,31,23589
"1947",1,0,3,2,31,293007
"1948",1,1,3,2,31,33690
"1949",0,0,4,2,31,98961
"1950",0,1,4,2,31,5742
"1951",1,0,4,2,31,196298
"1952",1,1,4,2,31,10646
"1953",0,0,1,3,31,182665
"1954",0,1,1,3,31,28036
"1955",1,0,1,3,31,201043
"1956",1,1,1,3,31,38030
"1957",0,0,2,3,31,251579
"1958",0,1,2,3,31,29549
"1959",1,0,2,3,31,219422
"1960",1,1,2,3,31,38965
"1961",0,0,3,3,31,123562
"1962",0,1,3,3,31,13338
"1963",1,0,3,3,31,130772
"1964",1,1,3,3,31,18782
"1965",0,0,4,3,31,50176
"1966",0,1,4,3,31,2476
"1967",1,0,4,3,31,58009
"1968",1,1,4,3,31,3632
"1969",0,0,1,4,31,125595
"1970",0,1,1,4,31,7929
"1971",1,0,1,4,31,131715
"1972",1,1,1,4,31,11557
"1973",0,0,2,4,31,382350
"1974",0,1,2,4,31,19979
"1975",1,0,2,4,31,270719
"1976",1,1,2,4,31,22824
"1977",0,0,3,4,31,207058
"1978",0,1,3,4,31,9468
"1979",1,0,3,4,31,129186
"1980",1,1,3,4,31,11750
"1981",0,0,4,4,31,60298
"1982",0,1,4,4,31,1346
"1983",1,0,4,4,31,41678
"1984",1,1,4,4,31,2492
"1985",0,0,1,1,32,33339
"1986",0,1,1,1,32,523
"1987",1,0,1,1,32,28215
"1988",1,1,1,1,32,506
"1989",0,0,2,1,32,34271
"1990",0,1,2,1,32,495
"1991",1,0,2,1,32,28863
"1992",1,1,2,1,32,527
"1993",0,0,3,1,32,34329
"1994",0,1,3,1,32,703
"1995",1,0,3,1,32,40457
"1996",1,1,3,1,32,716
"1997",0,0,4,1,32,30862
"1998",0,1,4,1,32,522
"1999",1,0,4,1,32,40600
"2000",1,1,4,1,32,828
"2001",0,0,1,2,32,45952
"2002",0,1,1,2,32,1152
"2003",1,0,1,2,32,44827
"2004",1,1,1,2,32,965
"2005",0,0,2,2,32,60732
"2006",0,1,2,2,32,1048
"2007",1,0,2,2,32,54351
"2008",1,1,2,2,32,769
"2009",0,0,3,2,32,31914
"2010",0,1,3,2,32,507
"2011",1,0,3,2,32,43425
"2012",1,1,3,2,32,493
"2013",0,0,4,2,32,15249
"2014",0,1,4,2,32,167
"2015",1,0,4,2,32,24704
"2016",1,1,4,2,32,209
"2017",0,0,1,3,32,43077
"2018",0,1,1,3,32,1475
"2019",1,0,1,3,32,46298
"2020",1,1,1,3,32,1067
"2021",0,0,2,3,32,63719
"2022",0,1,2,3,32,1800
"2023",1,0,2,3,32,57274
"2024",1,1,2,3,32,1354
"2025",0,0,3,3,32,28464
"2026",0,1,3,3,32,672
"2027",1,0,3,3,32,30557
"2028",1,1,3,3,32,371
"2029",0,0,4,3,32,11104
"2030",0,1,4,3,32,88
"2031",1,0,4,3,32,15287
"2032",1,1,4,3,32,160
"2033",0,0,1,4,32,12250
"2034",0,1,1,4,32,244
"2035",1,0,1,4,32,12686
"2036",1,1,1,4,32,166
"2037",0,0,2,4,32,54878
"2038",0,1,2,4,32,801
"2039",1,0,2,4,32,40633
"2040",1,1,2,4,32,470
"2041",0,0,3,4,32,33722
"2042",0,1,3,4,32,353
"2043",1,0,3,4,32,23571
"2044",1,1,3,4,32,266
"2045",0,0,4,4,32,12013
"2046",0,1,4,4,32,45
"2047",1,0,4,4,32,10585
"2048",1,1,4,4,32,95
"2049",0,0,1,1,33,262763
"2050",0,1,1,1,33,102800
"2051",1,0,1,1,33,203070
"2052",1,1,1,1,33,83293
"2053",0,0,2,1,33,318237
"2054",0,1,2,1,33,85145
"2055",1,0,2,1,33,238778
"2056",1,1,2,1,33,90517
"2057",0,0,3,1,33,367236
"2058",0,1,3,1,33,93895
"2059",1,0,3,1,33,399010
"2060",1,1,3,1,33,114318
"2061",0,0,4,1,33,365057
"2062",0,1,4,1,33,48686
"2063",1,0,4,1,33,596423
"2064",1,1,4,1,33,92967
"2065",0,0,1,2,33,410164
"2066",0,1,1,2,33,91970
"2067",1,0,1,2,33,388387
"2068",1,1,1,2,33,92580
"2069",0,0,2,2,33,577919
"2070",0,1,2,2,33,83039
"2071",1,0,2,2,33,536933
"2072",1,1,2,2,33,104891
"2073",0,0,3,2,33,404193
"2074",0,1,3,2,33,66112
"2075",1,0,3,2,33,600723
"2076",1,1,3,2,33,93376
"2077",0,0,4,2,33,223926
"2078",0,1,4,2,33,17689
"2079",1,0,4,2,33,437490
"2080",1,1,4,2,33,34773
"2081",0,0,1,3,33,482150
"2082",0,1,1,3,33,78175
"2083",1,0,1,3,33,523573
"2084",1,1,1,3,33,107761
"2085",0,0,2,3,33,620379
"2086",0,1,2,3,33,86402
"2087",1,0,2,3,33,516969
"2088",1,1,2,3,33,112307
"2089",0,0,3,3,33,286719
"2090",0,1,3,3,33,38920
"2091",1,0,3,3,33,299223
"2092",1,1,3,3,33,56368
"2093",0,0,4,3,33,114194
"2094",0,1,4,3,33,8142
"2095",1,0,4,3,33,145546
"2096",1,1,4,3,33,12650
"2097",0,0,1,4,33,280780
"2098",0,1,1,4,33,19746
"2099",1,0,1,4,33,310582
"2100",1,1,1,4,33,31852
"2101",0,0,2,4,33,752086
"2102",0,1,2,4,33,44218
"2103",1,0,2,4,33,552402
"2104",1,1,2,4,33,58801
"2105",0,0,3,4,33,402624
"2106",0,1,3,4,33,25634
"2107",1,0,3,4,33,303462
"2108",1,1,3,4,33,35309
"2109",0,0,4,4,33,132798
"2110",0,1,4,4,33,4659
"2111",1,0,4,4,33,119055
"2112",1,1,4,4,33,7838
"2113",0,0,1,1,34,110331
"2114",0,1,1,1,34,43295
"2115",1,0,1,1,34,89250
"2116",1,1,1,1,34,37013
"2117",0,0,2,1,34,140323
"2118",0,1,2,1,34,45051
"2119",1,0,2,1,34,76504
"2120",1,1,2,1,34,44326
"2121",0,0,3,1,34,164480
"2122",0,1,3,1,34,54672
"2123",1,0,3,1,34,161386
"2124",1,1,3,1,34,62654
"2125",0,0,4,1,34,137262
"2126",0,1,4,1,34,41676
"2127",1,0,4,1,34,207623
"2128",1,1,4,1,34,67599
"2129",0,0,1,2,34,186094
"2130",0,1,1,2,34,61549
"2131",1,0,1,2,34,163849
"2132",1,1,1,2,34,57362
"2133",0,0,2,2,34,223890
"2134",0,1,2,2,34,55800
"2135",1,0,2,2,34,177131
"2136",1,1,2,2,34,62420
"2137",0,0,3,2,34,139613
"2138",0,1,3,2,34,22011
"2139",1,0,3,2,34,199038
"2140",1,1,3,2,34,32656
"2141",0,0,4,2,34,51775
"2142",0,1,4,2,34,4465
"2143",1,0,4,2,34,102173
"2144",1,1,4,2,34,10007
"2145",0,0,1,3,34,170375
"2146",0,1,1,3,34,37398
"2147",1,0,1,3,34,207400
"2148",1,1,1,3,34,56232
"2149",0,0,2,3,34,230604
"2150",0,1,2,3,34,38681
"2151",1,0,2,3,34,178398
"2152",1,1,2,3,34,51445
"2153",0,0,3,3,34,108310
"2154",0,1,3,3,34,13202
"2155",1,0,3,3,34,122513
"2156",1,1,3,3,34,17094
"2157",0,0,4,3,34,35591
"2158",0,1,4,3,34,2089
"2159",1,0,4,3,34,57258
"2160",1,1,4,3,34,4042
"2161",0,0,1,4,34,70394
"2162",0,1,1,4,34,7221
"2163",1,0,1,4,34,89843
"2164",1,1,1,4,34,12076
"2165",0,0,2,4,34,199642
"2166",0,1,2,4,34,16011
"2167",1,0,2,4,34,133848
"2168",1,1,2,4,34,23899
"2169",0,0,3,4,34,103078
"2170",0,1,3,4,34,7210
"2171",1,0,3,4,34,72330
"2172",1,1,3,4,34,10684
"2173",0,0,4,4,34,36561
"2174",0,1,4,4,34,2058
"2175",1,0,4,4,34,36919
"2176",1,1,4,4,34,4959
"2177",0,0,1,1,35,7203
"2178",0,1,1,1,35,4
"2179",1,0,1,1,35,5975
"2180",1,1,1,1,35,48
"2181",0,0,2,1,35,7200
"2182",0,1,2,1,35,8
"2183",1,0,2,1,35,4508
"2184",1,1,2,1,35,5
"2185",0,0,3,1,35,16107
"2186",0,1,3,1,35,7
"2187",1,0,3,1,35,12234
"2188",1,1,3,1,35,12
"2189",0,0,4,1,35,24216
"2190",0,1,4,1,35,5
"2191",1,0,4,1,35,25929
"2192",1,1,4,1,35,14
"2193",0,0,1,2,35,16363
"2194",0,1,1,2,35,300
"2195",1,0,1,2,35,14469
"2196",1,1,1,2,35,151
"2197",0,0,2,2,35,25943
"2198",0,1,2,2,35,145
"2199",1,0,2,2,35,20150
"2200",1,1,2,2,35,48
"2201",0,0,3,2,35,16080
"2202",0,1,3,2,35,26
"2203",1,0,3,2,35,20617
"2204",1,1,3,2,35,2
"2205",0,0,4,2,35,7091
"2206",0,1,4,2,35,0
"2207",1,0,4,2,35,11560
"2208",1,1,4,2,35,6
"2209",0,0,1,3,35,28904
"2210",0,1,1,3,35,434
"2211",1,0,1,3,35,27261
"2212",1,1,1,3,35,230
"2213",0,0,2,3,35,34077
"2214",0,1,2,3,35,246
"2215",1,0,2,3,35,28901
"2216",1,1,2,3,35,116
"2217",0,0,3,3,35,11569
"2218",0,1,3,3,35,16
"2219",1,0,3,3,35,15574
"2220",1,1,3,3,35,14
"2221",0,0,4,3,35,4589
"2222",0,1,4,3,35,0
"2223",1,0,4,3,35,10853
"2224",1,1,4,3,35,0
"2225",0,0,1,4,35,7138
"2226",0,1,1,4,35,123
"2227",1,0,1,4,35,8318
"2228",1,1,1,4,35,40
"2229",0,0,2,4,35,23443
"2230",0,1,2,4,35,85
"2231",1,0,2,4,35,17080
"2232",1,1,2,4,35,42
"2233",0,0,3,4,35,10128
"2234",0,1,3,4,35,4
"2235",1,0,3,4,35,7242
"2236",1,1,3,4,35,7
"2237",0,0,4,4,35,2847
"2238",0,1,4,4,35,0
"2239",1,0,4,4,35,3866
"2240",1,1,4,4,35,13
"2241",0,0,1,1,36,163518
"2242",0,1,1,1,36,34607
"2243",1,0,1,1,36,139979
"2244",1,1,1,1,36,29365
"2245",0,0,2,1,36,177337
"2246",0,1,2,1,36,26019
"2247",1,0,2,1,36,135677
"2248",1,1,2,1,36,27815
"2249",0,0,3,1,36,243465
"2250",0,1,3,1,36,39066
"2251",1,0,3,1,36,249597
"2252",1,1,3,1,36,44717
"2253",0,0,4,1,36,231438
"2254",0,1,4,1,36,29695
"2255",1,0,4,1,36,351723
"2256",1,1,4,1,36,43505
"2257",0,0,1,2,36,311259
"2258",0,1,1,2,36,35388
"2259",1,0,1,2,36,314712
"2260",1,1,1,2,36,39692
"2261",0,0,2,2,36,504162
"2262",0,1,2,2,36,39108
"2263",1,0,2,2,36,451261
"2264",1,1,2,2,36,45171
"2265",0,0,3,2,36,314279
"2266",0,1,3,2,36,26119
"2267",1,0,3,2,36,434028
"2268",1,1,3,2,36,34465
"2269",0,0,4,2,36,149196
"2270",0,1,4,2,36,6954
"2271",1,0,4,2,36,282639
"2272",1,1,4,2,36,13012
"2273",0,0,1,3,36,281438
"2274",0,1,1,3,36,27627
"2275",1,0,1,3,36,313848
"2276",1,1,1,3,36,42575
"2277",0,0,2,3,36,390700
"2278",0,1,2,3,36,37489
"2279",1,0,2,3,36,333459
"2280",1,1,2,3,36,52956
"2281",0,0,3,3,36,171265
"2282",0,1,3,3,36,15198
"2283",1,0,3,3,36,178288
"2284",1,1,3,3,36,21432
"2285",0,0,4,3,36,68844
"2286",0,1,4,3,36,3595
"2287",1,0,4,3,36,95439
"2288",1,1,4,3,36,5213
"2289",0,0,1,4,36,117638
"2290",0,1,1,4,36,5694
"2291",1,0,1,4,36,121915
"2292",1,1,1,4,36,7355
"2293",0,0,2,4,36,346784
"2294",0,1,2,4,36,13910
"2295",1,0,2,4,36,237116
"2296",1,1,2,4,36,16409
"2297",0,0,3,4,36,182859
"2298",0,1,3,4,36,7237
"2299",1,0,3,4,36,123891
"2300",1,1,3,4,36,8192
"2301",0,0,4,4,36,62420
"2302",0,1,4,4,36,1930
"2303",1,0,4,4,36,57650
"2304",1,1,4,4,36,2821
"2305",0,0,1,1,37,53756
"2306",0,1,1,1,37,5573
"2307",1,0,1,1,37,50410
"2308",1,1,1,1,37,4882
"2309",0,0,2,1,37,57877
"2310",0,1,2,1,37,4420
"2311",1,0,2,1,37,42361
"2312",1,1,2,1,37,3962
"2313",0,0,3,1,37,67405
"2314",0,1,3,1,37,4845
"2315",1,0,3,1,37,75965
"2316",1,1,3,1,37,6424
"2317",0,0,4,1,37,80214
"2318",0,1,4,1,37,5305
"2319",1,0,4,1,37,116804
"2320",1,1,4,1,37,8387
"2321",0,0,1,2,37,84197
"2322",0,1,1,2,37,9871
"2323",1,0,1,2,37,88874
"2324",1,1,1,2,37,8199
"2325",0,0,2,2,37,117184
"2326",0,1,2,2,37,8300
"2327",1,0,2,2,37,99599
"2328",1,1,2,2,37,8460
"2329",0,0,3,2,37,79046
"2330",0,1,3,2,37,4331
"2331",1,0,3,2,37,112257
"2332",1,1,3,2,37,5394
"2333",0,0,4,2,37,35507
"2334",0,1,4,2,37,1120
"2335",1,0,4,2,37,66352
"2336",1,1,4,2,37,2268
"2337",0,0,1,3,37,92896
"2338",0,1,1,3,37,9036
"2339",1,0,1,3,37,104748
"2340",1,1,1,3,37,10000
"2341",0,0,2,3,37,131459
"2342",0,1,2,3,37,8497
"2343",1,0,2,3,37,100717
"2344",1,1,2,3,37,9780
"2345",0,0,3,3,37,68254
"2346",0,1,3,3,37,3441
"2347",1,0,3,3,37,72429
"2348",1,1,3,3,37,3371
"2349",0,0,4,3,37,24732
"2350",0,1,4,3,37,705
"2351",1,0,4,3,37,36942
"2352",1,1,4,3,37,861
"2353",0,0,1,4,37,28959
"2354",0,1,1,4,37,1620
"2355",1,0,1,4,37,36169
"2356",1,1,1,4,37,1775
"2357",0,0,2,4,37,101780
"2358",0,1,2,4,37,3778
"2359",1,0,2,4,37,65963
"2360",1,1,2,4,37,3929
"2361",0,0,3,4,37,61197
"2362",0,1,3,4,37,1560
"2363",1,0,3,4,37,37138
"2364",1,1,3,4,37,1802
"2365",0,0,4,4,37,21461
"2366",0,1,4,4,37,451
"2367",1,0,4,4,37,21531
"2368",1,1,4,4,37,954
"2369",0,0,1,1,38,53274
"2370",0,1,1,1,38,1498
"2371",1,0,1,1,38,41348
"2372",1,1,1,1,38,925
"2373",0,0,2,1,38,48724
"2374",0,1,2,1,38,853
"2375",1,0,2,1,38,33816
"2376",1,1,2,1,38,709
"2377",0,0,3,1,38,46563
"2378",0,1,3,1,38,921
"2379",1,0,3,1,38,48056
"2380",1,1,3,1,38,867
"2381",0,0,4,1,38,60957
"2382",0,1,4,1,38,760
"2383",1,0,4,1,38,76010
"2384",1,1,4,1,38,1086
"2385",0,0,1,2,38,70775
"2386",0,1,1,2,38,1480
"2387",1,0,1,2,38,66632
"2388",1,1,1,2,38,1313
"2389",0,0,2,2,38,106187
"2390",0,1,2,2,38,1549
"2391",1,0,2,2,38,94639
"2392",1,1,2,2,38,1191
"2393",0,0,3,2,38,70982
"2394",0,1,3,2,38,857
"2395",1,0,3,2,38,95846
"2396",1,1,3,2,38,838
"2397",0,0,4,2,38,46020
"2398",0,1,4,2,38,194
"2399",1,0,4,2,38,75795
"2400",1,1,4,2,38,310
"2401",0,0,1,3,38,84598
"2402",0,1,1,3,38,1981
"2403",1,0,1,3,38,93990
"2404",1,1,1,3,38,1690
"2405",0,0,2,3,38,160169
"2406",0,1,2,3,38,2316
"2407",1,0,2,3,38,142057
"2408",1,1,2,3,38,2029
"2409",0,0,3,3,38,74273
"2410",0,1,3,3,38,956
"2411",1,0,3,3,38,81104
"2412",1,1,3,3,38,844
"2413",0,0,4,3,38,31521
"2414",0,1,4,3,38,197
"2415",1,0,4,3,38,49213
"2416",1,1,4,3,38,301
"2417",0,0,1,4,38,26674
"2418",0,1,1,4,38,285
"2419",1,0,1,4,38,27638
"2420",1,1,1,4,38,330
"2421",0,0,2,4,38,112916
"2422",0,1,2,4,38,1242
"2423",1,0,2,4,38,85120
"2424",1,1,2,4,38,824
"2425",0,0,3,4,38,65854
"2426",0,1,3,4,38,532
"2427",1,0,3,4,38,43615
"2428",1,1,3,4,38,416
"2429",0,0,4,4,38,25089
"2430",0,1,4,4,38,143
"2431",1,0,4,4,38,23429
"2432",1,1,4,4,38,106
"2433",0,0,1,1,39,154065
"2434",0,1,1,1,39,35011
"2435",1,0,1,1,39,120233
"2436",1,1,1,1,39,27417
"2437",0,0,2,1,39,169231
"2438",0,1,2,1,39,27421
"2439",1,0,2,1,39,123236
"2440",1,1,2,1,39,28023
"2441",0,0,3,1,39,270803
"2442",0,1,3,1,39,37888
"2443",1,0,3,1,39,282235
"2444",1,1,3,1,39,41417
"2445",0,0,4,1,39,333944
"2446",0,1,4,1,39,28986
"2447",1,0,4,1,39,526719
"2448",1,1,4,1,39,48259
"2449",0,0,1,2,39,372394
"2450",0,1,1,2,39,40618
"2451",1,0,1,2,39,361934
"2452",1,1,1,2,39,40929
"2453",0,0,2,2,39,587719
"2454",0,1,2,2,39,41801
"2455",1,0,2,2,39,528739
"2456",1,1,2,2,39,49886
"2457",0,0,3,2,39,391862
"2458",0,1,3,2,39,26324
"2459",1,0,3,2,39,551350
"2460",1,1,3,2,39,39635
"2461",0,0,4,2,39,188479
"2462",0,1,4,2,39,8303
"2463",1,0,4,2,39,352496
"2464",1,1,4,2,39,15657
"2465",0,0,1,3,39,281341
"2466",0,1,1,3,39,24144
"2467",1,0,1,3,39,318618
"2468",1,1,1,3,39,33803
"2469",0,0,2,3,39,360115
"2470",0,1,2,3,39,28286
"2471",1,0,2,3,39,307499
"2472",1,1,2,3,39,37715
"2473",0,0,3,3,39,166523
"2474",0,1,3,3,39,11821
"2475",1,0,3,3,39,170203
"2476",1,1,3,3,39,17096
"2477",0,0,4,3,39,75106
"2478",0,1,4,3,39,3344
"2479",1,0,4,3,39,93118
"2480",1,1,4,3,39,4743
"2481",0,0,1,4,39,145470
"2482",0,1,1,4,39,6187
"2483",1,0,1,4,39,156981
"2484",1,1,1,4,39,9628
"2485",0,0,2,4,39,418459
"2486",0,1,2,4,39,14381
"2487",1,0,2,4,39,297597
"2488",1,1,2,4,39,17763
"2489",0,0,3,4,39,219237
"2490",0,1,3,4,39,7480
"2491",1,0,3,4,39,142769
"2492",1,1,3,4,39,9198
"2493",0,0,4,4,39,77871
"2494",0,1,4,4,39,1792
"2495",1,0,4,4,39,67996
"2496",1,1,4,4,39,2898
"2497",0,0,1,1,40,18800
"2498",0,1,1,1,40,1500
"2499",1,0,1,1,40,14251
"2500",1,1,1,1,40,1194
"2501",0,0,2,1,40,21256
"2502",0,1,2,1,40,1146
"2503",1,0,2,1,40,15315
"2504",1,1,2,1,40,1033
"2505",0,0,3,1,40,25456
"2506",0,1,3,1,40,1095
"2507",1,0,3,1,40,28622
"2508",1,1,3,1,40,1247
"2509",0,0,4,1,40,29849
"2510",0,1,4,1,40,505
"2511",1,0,4,1,40,49211
"2512",1,1,4,1,40,785
"2513",0,0,1,2,40,30039
"2514",0,1,1,2,40,1419
"2515",1,0,1,2,40,28502
"2516",1,1,1,2,40,1507
"2517",0,0,2,2,40,37839
"2518",0,1,2,2,40,1260
"2519",1,0,2,2,40,34673
"2520",1,1,2,2,40,1522
"2521",0,0,3,2,40,23320
"2522",0,1,3,2,40,695
"2523",1,0,3,2,40,35817
"2524",1,1,3,2,40,904
"2525",0,0,4,2,40,13310
"2526",0,1,4,2,40,249
"2527",1,0,4,2,40,25851
"2528",1,1,4,2,40,379
"2529",0,0,1,3,40,32639
"2530",0,1,1,3,40,1267
"2531",1,0,1,3,40,38729
"2532",1,1,1,3,40,1204
"2533",0,0,2,3,40,37000
"2534",0,1,2,3,40,1200
"2535",1,0,2,3,40,33223
"2536",1,1,2,3,40,1270
"2537",0,0,3,3,40,16110
"2538",0,1,3,3,40,355
"2539",1,0,3,3,40,16940
"2540",1,1,3,3,40,448
"2541",0,0,4,3,40,6334
"2542",0,1,4,3,40,124
"2543",1,0,4,3,40,9572
"2544",1,1,4,3,40,144
"2545",0,0,1,4,40,14780
"2546",0,1,1,4,40,363
"2547",1,0,1,4,40,16452
